Episode,Time,Character,Type of Roll,Total Value,Natural Value,Crit?,Damage,# Kills,Notes
C1E100,3:33:34,Vax'ildan,Investigation,Nat20,20,,,,
C1E100,3:43:22,Grog,Stealth,23,11,,,,With Pass Without a Trace
C1E100,3:43:22,Pike,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
C1E100,3:43:22,Pike,Stealth,35,20,,,,"With Pass Without a Trace and advantage, bad math/mod or unannounced nat20"
C1E100,3:43:22,Vax'ildan,Stealth,27,2,,,,With Pass Without a Trace
C1E100,3:43:22,Vex'ahlia,Stealth,Nat20,20,,,,With Pass Without a Trace
C1E100,3:43:22,Keyleth,Stealth,29,11,,,,With Pass Without a Trace
C1E100,3:43:22,Percy,Stealth,23,7,,,,With Pass Without a Trace
C1E100,3:43:22,Lionel,Stealth,19,8,,,,With Pass Without a Trace
C1E100,3:43:22,Scanlan,Stealth,20,8,,,,With Pass Without a Trace
C1E100,3:43:22,Taryon,Stealth,23,13,,,,With Pass Without a Trace
C1E100,3:43:22,Doty,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
C1E100,3:43:22,Doty,Stealth,23,13,,,,With Pass Without a Traceand advantage
C1E100,3:44:48,Vax'ildan,Investigation,18,10,,,,Possible RT Use
C1E100,3:44:48,Vex'ahlia,Investigation,Unknown,Unknown,,,,
C1E100,3:46:03,Grog,Constitution Save,17,6,,36 Necrotic to Grog,,Against Circle of Death- Glyph of Warding
C1E100,3:46:07,Pike,Constitution Save,5,4,,36 Necrotic to Pike,,Against Circle of Death- Glyph of Warding
C1E100,3:46:13,Vex'ahlia,Constitution Save,16,14,,36 Necrotic to Vex'ahlia,,Against Circle of Death- Glyph of Warding
C1E100,3:46:15,Vax'ildan,Constitution Save,Unknown,Unknown,,,,Disregarded due to Luck
C1E100,3:46:15,Vax'ildan,Constitution Save,18,13,,18 (36/2) Necrotic to Vax'ildan,,Against Circle of Death- Glyph of Warding with Luck
C1E100,3:46:40,Keyleth,Constitution Save,20,15,,18 (36/2) Necrotic to Keyleth,,Against Circle of Death- Glyph of Warding
C1E100,3:46:55,Percy,Constitution Save,Unknown,Unknown,,,,Disregarded due to advantage
C1E100,3:46:55,Percy,Constitution Save,19,11,,36 Necrotic to Percy,,Against Circle of Death- Glyph of Warding with advantage
C1E100,3:47:00,Lionel,Constitution Save,16,11,,36 Necrotic to Lionel,,Against Circle of Death- Glyph of Warding
C1E100,3:47:06,Scanlan,Constitution Save,26,18,,18 (36/2) Necrotic to Scanlan,,Against Circle of Death- Glyph of Warding
C1E100,3:47:15,Taryon,Constitution Save,26,20,,18 (36/2) Necrotic to Taryon,,"Against Circle of Death- Glyph of Warding, bad math/mod or unannounced nat 20"
C1E100,3:47:18,Doty,Constitution Save,Nat1,1,,36 Necrotic to Doty,,Against Circle of Death- Glyph of Warding
C1E100,3:48:34,Vax'ildan,Perception,31,17,,,,
C1E100,3:49:02,Pike,Healing,18,,,,,"Mass Cure Wounds, All heal 18 points"
C1E100,3:49:05,Vax'ildan,Intelligence,Nat20,20,,,,
C1E100,3:52:11,Vex'ahlia,Perception,28,13,,,,
C1E100,3:52:11,Vax'ildan,Perception,24,10,,,,Possible RT use
C1E100,3:58:15,Vex'ahlia,Perception,27,12,,,,
C1E100,3:59:43,Keyleth,Initiative,22,20,,,,
C1E100,3:59:54,Percy,Initiative,20,9,,,,
C1E100,3:59:57,Scanlan,Initiative,20,18,,,,
C1E100,4:00:21,Grog,Initiative,Unknown,Unknown,,,,Disregarded due to advantage
C1E100,4:00:21,Grog,Initiative,17,15,,,,With advantage
C1E100,4:00:22,Taryon,Initiative,16,16,,,,
C1E100,4:00:23,Vax'ildan,Initiative,15,10,,,,
C1E100,4:00:39,Vex'ahlia,Initiative,14,7,,,,
C1E100,4:00:43,Lionel,Initiative,17,16,,,,
C1E100,4:01:05,Pike,Initiative,7,7,,,,
C1E100,4:02:24,Keyleth,Deception,14,14,,,,
C1E100,4:09:30,Scanlan,Damage,20,,,100 (20 Bludgeoning x 5 Skeletons),5,Reverse Gravity
C1E100,4:10:37,Percy,Attack,29,13,,22 Bludgeoning to Black Guard,,Animus Arm Shot
C1E100,4:11:55,Percy,Attack,19,3,,,,Animus Deadeye
C1E100,4:12:10,Percy,Damage,12,,,12 (9 Piercing + 3 Psychic) to Black Guard,,
C1E100,4:12:34,Percy,Attack,27,11,,,,Animus Deadeye
C1E100,4:12:43,Percy,Damage,25,,,25 (17 Piercing + 3 Psychic + 5 Necrotic) to Black Guard,,
C1E100,4:14:43,Grog,Wisdom Save,14,13,,,,Against Hold Person
C1E100,4:14:47,Pike,Wisdom Save,20,10,,,,Against Hold Person with advantage
C1E100,4:14:47,Pike,Wisdom Save,Unknown,Unknown,,,,Disregarded due to advantage
C1E100,4:16:04,Grog,Dexterity Save,Unknown,Unknown,,,,Against Reverse Gravity with advantage
C1E100,4:16:04,Grog,Dexterity Save,14,12,,8 (17/2) to Grog,,
C1E100,4:16:55,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E100,4:16:55,Grog,Attack,Nat20,20,Y,,,Bloodaxe Reckless (with advantage)
C1E100,4:17:21,Grog,Damage,42,,,42 to Cultist,1,
C1E100,4:19:15,Lionel,Attack,15,3,,,,Greatsword
C1E100,4:19:32,Lionel,Damage,17,,,17 Slashing to Cultist,,
C1E100,4:20:00,Lionel,Attack,Nat20,20,Y,,,Greatsword
C1E100,4:20:28,Lionel,Damage,27,,,27 Slashing to Cultist,1,
C1E100,4:23:23,Taryon,Damage,16,,,16 Fire to Skeleton,,Alchemical Fire
C1E100,4:24:44,Vax'ildan,Attack,19,4,,,,Whisper with Divine Smite
C1E100,4:24:52,Vax'ildan,Attack,28,14,,,,Dagger of Venom with Divine Smite
C1E100,4:25:20,Vax'ildan,Damage,36,,,36 to Minotaur Skeleton,,
C1E100,4:25:55,Vax'ildan,Damage,22,,,22 to Minotaur Skeleton,,
C1E100,4:27:36,Vex'ahlia,Attack,Nat20,20,Y,,,Fenthras
C1E100,4:28:15,Vex'ahlia,Attack,Nat1,1,,,,Fenthras Blazing Bowstring
C1E100,4:30:23,Lionel,Strength Save,23,13,,,,Against Gore Charge
C1E100,4:34:42,Scanlan,Counterspell,19,13,,,,
C1E100,4:36:06,Percy,Constitution Save,Unknown,Unknown,,,,Disregarded due to advantage
C1E100,4:36:06,Percy,Constitution Save,Nat20,20,,15 (30/2) Necrotic to Percy,,Against Circle of Death with advantage
C1E100,4:36:33,Grog,Constitution Save,26,15,,15 (30/2) Necrotic to Grog,,Against Circle of Death
C1E100,4:36:40,Pike,Constitution Save,15,13,,15 (30/2) Necrotic to Pike,,Against Circle of Death
C1E100,4:36:43,Vex'ahlia,Constitution Save,10,Unknown,,30 Necrotic to Vex'ahlia,,Against Circle of Death with inspiration
C1E100,4:36:45,Keyleth,Constitution Save,23,18,,15 (30/2) Necrotic to Keyleth,,Against Circle of Death
C1E100,4:36:51,Lionel,Constitution Save,10,5,,30 Necrotic to Lionel,,Against Circle of Death
C1E100,4:36:57,Scanlan,Constitution Save,24,16,,15 (30/2) Necrotic to Scanlan,,Against Circle of Death
C1E100,4:37:12,Scanlan,Constitution Save,22,14,,,,Concentration with advantage
C1E100,4:37:12,Scanlan,Constitution Save,Unknown,Unknown,,,,Disregarded due to advantage
C1E100,4:37:22,Taryon,Constitution Save,20,14,,15 (30/2) Necrotic to Taryon,,Against Circle of Death
C1E100,4:37:54,Doty,Constitution Save,Unknown,Unknown,,30 Necrotic to Doty,,Against Circle of Death
C1E100,4:38:07,Trinket,Constitution Save,Unknown,Unknown,,30 Necrotic to Trinket,,Against Circle of Death
C1E100,4:41:43,Keyleth,Damage,38,,,"146 [114 (38 to Minotaur Skeleton, Black Guard, Necromancer) 
+ 32 (16 to Skeleton, War Priest)]",2,Fire Storm
C1E100,4:45:07,Pike,Intelligence Save,9,8,,,,Disregarded due to advantage
C1E100,4:45:07,Pike,Intelligence Save,9,8,,,,"Against Feeblemind with advantage, Pike is Feebleminded"
C1E100,4:47:01,Percy,Attack,17,6,,,,Animus Sharpshooter
C1E100,4:47:26,Percy,Attack,24,8,,,,Animus
C1E100,4:47:40,Percy,Damage,13,,,13 (12 Piercing + 1 Psychic) to War Priest,,
C1E100,4:47:58,Percy,Attack,35,19,,,,Animus
C1E100,4:48:08,Percy,Damage,18,,,18 (17 Piercing + Psychic) to War Priest,,
C1E100,4:48:40,Percy,Healing,14,,,,,"Second Wind, Percy heals 14 points"
C1E100,4:49:26,Percy,Damage,16,,,16 Lightning to War Priest,,Cabal's Ruin
C1E100,4:55:56,Scanlan,Constitution Save,15,7,,,,"Against Prismatic Wall, Scanlan is Blinded"
C1E100,4:55:56,Scanlan,Inspiration,3,,,,,
C1E100,4:58:00,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E100,4:58:00,Grog,Attack,27,16,,,1,Bloodaxe GWM Reckless (with advantage)
C1E100,4:58:22,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E100,4:58:22,Grog,Attack,20,9,,,1,Bloodaxe GWM Reckless (with advantage)
C1E100,5:02:44,Taryon,Other,4,,,,,Prismatic Spray Ray
C1E100,5:02:49,Taryon,Other,7,,,,,Prismatic Spray Ray
C1E100,5:02:58,Taryon,Other,2,,,,,Prismatic Spray Ray
C1E100,5:03:07,Taryon,Other,5,,,,,Prismatic Spray Ray
C1E100,5:03:37,Taryon,Damage,39,,,"117 (39 Poison to Necromancer + 39 Cold to Black Guard + 
39 Acid to War Priest)",1,Prismatic Spray
C1E100,5:04:54,Vax'ildan,Attack,19,4,,,,Whisper SA
C1E100,5:05:31,Vax'ildan,Damage,45,,,45 to Black Guard,1,
C1E100,5:07:06,Vex'ahlia,Attack,33,17,,,,Fenthras Bramble Shot
C1E100,5:07:40,Vex'ahlia,Damage,27,,,27 to Necromancer,,Necromancer is Restrained
C1E100,5:08:15,Vex'ahlia,Attack,22,6,,,,Fenthras SA
C1E100,5:09:09,Vex'ahlia,Damage,33,,,33 to Necromancer,,
C1E100,5:09:48,Vex'ahlia,Damage,7,,,7 to Necromancer,,Hunter's Mark
C1E100,5:10:58,Grog,Constitution Save,20,9,,7 (30/2/2) Poison to Grog,,Against Cloudkill
C1E100,5:11:10,Keyleth,Constitution Save,12,Unknown,,30 Poison to Keyleth,,Against Cloudkill with inspiration
C1E100,5:11:20,Lionel,Constitution Save,18,13,,7 (30/2/2) Poison to Lionel,,Against Cloudkill with Off a Duck's Back
C1E100,5:11:38,Percy,Constitution Save,27,19,,15 (30/2) Poison to Percy,,
C1E100,5:19:19,Scanlan,Perception,5,5,,,,
C1E100,5:20:37,Percy,Attack,Unknown,Unknown,,,,Animus Misfire
C1E100,5:20:42,Percy,Attack,Unknown,Unknown,,,,Bad News Misfire
C1E100,5:20:47,Percy,Attack,Unknown,Unknown,,,,Retort
C1E100,5:22:05,Scanlan,Attack,21,11,,,,Mythcarver
C1E100,5:22:43,Scanlan,Damage,8,,,8 to Necromancer,1,HDYWTDT
C1E100,5:26:25,Pike,Wisdom,22,17,,,,
C1E100,5:30:38,Vax'ildan,Wisdom,7,4,,,,Disregarded due to Luck
C1E100,5:30:38,Vax'ildan,Wisdom,7,4,,,,With Luck
C1E101,0:15:00,Vex'ahlia,Investigation,23,15,,,,
C1E101,0:29:37,Percy,Investigation,Unknown,Unknown,,,,Disregarded due to advantage
C1E101,0:29:37,Percy,Investigation,19,14,,,,With advantage
C1E101,0:32:03,Pike,Strength,13,9,,,,
C1E101,0:32:39,Grog,Strength,Unknown,Unknown,,,,Disregarded due to advantage
C1E101,0:32:39,Grog,Strength,23,15,,,,With advantage
C1E101,0:33:21,Pike,Dexterity Save,16,16,,,,
C1E101,0:33:21,Grog,Dexterity Save,Unknown,Unknown,,,,Disregarded due to advantage
C1E101,0:35:47,Grog,Dexterity Save,18,18,,,,With advantage
C1E101,0:35:48,Pike,Nature,6,5,,,,
C1E101,0:38:48,Grog,Nature,5,7,,,,
C1E101,0:38:48,Vex'ahlia,Investigation,21,13,,,,Disregarded due to advantage
C1E101,0:38:48,Vex'ahlia,Investigation,21,13,,,,With advantage
C1E101,0:42:05,Keyleth,Investigation,15,13,,,,
C1E101,0:47:13,Vax'ildan,Wisdom,13,11,,,,
C1E101,0:49:37,Keyleth,Nature,25,13,,,,
C1E101,1:08:20,Percy,History,22,17,,,,
C1E101,2:07:49,Vex'ahlia,Persuasion,19,10,,,,
C1E101,2:09:16,Vex'ahlia,Insight,14,5,,,,
C1E101,2:11:01,Percy,Tinkering,19,7,,,,With INT mod + Prof.
C1E101,2:12:33,Vex'ahlia,Investigation,21,13,,,,
C1E101,2:28:27,Vax'ildan,Constitution Save,Unknown,Unknown,,,,Disregarded due to Luck
C1E101,2:28:27,Vax'ildan,Constitution Save,20,14,,11 (22/2) Necrotic to Vax'ildan,,Against Siphon with Luck
C1E101,2:29:18,Scanlan,Constitution Save,17,15,,22 Necrotic to Scanlan,,Against Siphon
C1E101,2:29:22,Percy,Constitution Save,23,15,,11 (22/2) Necrotic to Percy,,Against Siphon
C1E101,2:29:30,Grog,Constitution Save,9,6,,22 Necrotic to Grog,,"Against Siphon, probably used Con mod"
C1E101,2:29:33,Vex'ahlia,Constitution Save,5,3,,22 Necrotic to Vex'ahlia,,Against Siphon
C1E101,2:29:34,Pike,Constitution Save,6,4,,22 Necrotic to Pike,,Against Siphon
C1E101,2:29:36,Keyleth,Constitution Save,16,11,,22 Necrotic to Keyleth,,Against Siphon
C1E101,2:34:38,Percy,History,Unknown,Unknown,,,,Disregarded due to disadvantage
C1E101,2:34:38,Percy,History,9,3,,,,With disadvantage
C1E101,2:34:39,Scanlan,History,Unknown,Unknown,,,,Disregarded due to disadvantage
C1E101,2:34:39,Scanlan,History,11,9,,,,With disadvantage
C1E101,2:35:59,Vex'ahlia,Perception,25,10,,,,
C1E101,2:39:16,Scanlan,Stealth,26,14,,,,With Pass Without a Trace
C1E101,2:39:17,Percy,Stealth,22,6,,,,With Pass Without a Trace
C1E101,2:39:20,Keyleth,Stealth,27,9,,,,With Pass Without a Trace
C1E101,2:39:22,Vax'ildan,Stealth,40,13,,,,With Pass Without a Trace
C1E101,2:39:26,Vex'ahlia,Stealth,23,2,,,,With Pass Without a Trace
C1E101,2:39:28,Pike,Stealth,21,6,,,,With Pass Without a Trace
C1E101,2:39:29,Grog,Stealth,18,6,,,,With Pass Without a Trace
C1E101,2:43:36,Vax'ildan,Wisdom,18,16,,,,
C1E101,2:44:02,Grog,Perception,7,7,,,,
C1E101,2:51:34,Scanlan,History,17,15,,,,
C1E101,2:51:34,Scanlan,Inspiration,1,,,,,
C1E101,2:51:57,Pike,Religion,23,17,,,,
C1E101,2:55:48,Percy,Perception,12,9,,,,
C1E101,2:57:34,Vex'ahlia,Stealth,34,13,,,,With Pass Without a Trace
C1E101,2:57:35,Vax'ildan,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
C1E101,2:57:35,Vax'ildan,Stealth,45,18,,,,With Pass Without a Trace and advantage
C1E101,3:00:00,Vex'ahlia,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E101,3:00:00,Vex'ahlia,Attack,Nat20,20,Y,,,Fenthras Bramble Surprise Sneak Attack
C1E101,3:00:09,Vax'ildan,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E101,3:00:09,Vax'ildan,Attack,26,12,Y,,,Whisper Surprise Sneak Attack (with advantage)
C1E101,3:00:46,Vax'ildan,Damage,85,,,85 to Cultist,1,
C1E101,3:01:00,Vex'ahlia,Damage,56,,,56 to Cultist,1,
C1E101,3:02:37,Grog,Athletics,27,13,,,,
C1E101,3:03:26,Percy,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E101,3:03:26,Percy,Attack,23,11,,,,Bands of Bilarro with advantage
C1E101,3:04:28,Vex'ahlia,Stealth,35,14,,,,With Pass Without a Trace
C1E101,3:04:28,Vax'ildan,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
C1E101,3:04:28,Vax'ildan,Stealth,37,10,,,,"With Pass Without a Trace and advantage, Possible RT use"
C1E101,3:07:34,Percy,Intimidation,8,6,,,,
C1E101,3:18:15,Grog,Strength,25,17,,,,
C1E101,3:21:07,Percy,Investigation,15,10,,,,
C1E101,3:21:14,Vax'ildan,Investigation,Unknown,Unknown,,,,Disregarded due to advantage
C1E101,3:21:14,Vax'ildan,Investigation,22,13,,,,With advantage
C1E102,0:14:37,Scanlan,Deception,Unknown,Unknown,,,,Disregarded due to advantage
C1E102,0:14:37,Scanlan,Deception,33,15,,,,With advantage
C1E102,0:14:40,Percy,Deception,Unknown,Unknown,,,,Disregarded due to advantage
C1E102,0:14:40,Percy,Deception,21,19,,,,With advantage
C1E102,0:14:41,Keyleth,Deception,Unknown,Unknown,,,,Disregarded due to advantage
C1E102,0:14:41,Keyleth,Deception,17,17,,,,With advantage
C1E102,0:14:42,Vax'ildan,Deception,Unknown,Unknown,,,,Disregarded due to advantage
C1E102,0:14:42,Vax'ildan,Deception,18,16,,,,With advantage
C1E102,0:14:43,Vex'ahlia,Deception,Unknown,Unknown,,,,Disregarded due to advantage
C1E102,0:14:43,Vex'ahlia,Deception,17,8,,,,With advantage
C1E102,0:14:45,Pike,Deception,Unknown,Unknown,,,,Disregarded due to advantage
C1E102,0:14:45,Pike,Deception,22,20,,,,With advantage
C1E102,0:14:47,Grog,Deception,Unknown,Unknown,,,,Disregarded due to advantage
C1E102,0:14:47,Grog,Deception,8,7,,,,With advantage
C1E102,0:19:21,Percy,Investigation,Nat1,1,,,,
C1E102,0:25:27,Pike,Medicine,Unknown,Unknown,,,,Disregarded due to disadvantage
C1E102,0:25:27,Pike,Medicine,13,8,,,,With disadvantage
C1E102,0:26:30,Vax'ildan,Medicine,Unknown,Unknown,,,,Disregarded due to disadvantage
C1E102,0:26:30,Vax'ildan,Medicine,18,16,,,,With disadvantage
C1E102,0:29:50,Vex'ahlia,Perception,33,18,,,,
C1E102,0:29:52,Vax'ildan,Perception,Unknown,Unknown,,,,Disregarded due to advantage
C1E102,0:29:52,Vax'ildan,Perception,24,10,,,,"With advantage, Possible RT use"
C1E102,0:31:13,Vex'ahlia,Perception,20,5,,,,
C1E102,0:31:15,Vax'ildan,Perception,Unknown,Unknown,,,,Disregarded due to advantage
C1E102,0:31:15,Vax'ildan,Perception,24,10,,,,"With advantage, Possible RT"
C1E102,0:32:17,Vax'ildan,Investigation,Unknown,Unknown,,,,Disregarded due to advantage
C1E102,0:32:17,Vax'ildan,Investigation,19,10,,,,"With advantage, Possible RT"
C1E102,0:39:38,Grog,Athletics,21,7,,,,
C1E102,0:41:14,Vex'ahlia,Stealth,Nat20,20,,,,With Pass Without a Trace
C1E102,0:41:15,Scanlan,Stealth,Nat20,20,,,,With Pass Without a Trace
C1E102,0:41:23,Percy,Stealth,22,6,,,,With Pass Without a Trace
C1E102,0:41:24,Keyleth,Stealth,36,18,,,,With Pass Without a Trace
C1E102,0:41:27,Vax'ildan,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
C1E102,0:41:27,Vax'ildan,Stealth,39,12,,,,With Pass Without a Trace and advantage
C1E102,0:41:30,Pike,Stealth,22,7,,,,With Pass Without a Trace
C1E102,0:41:31,Grog,Stealth,20,8,,,,With Pass Without a Trace
C1E102,0:42:23,Vex'ahlia,Perception,19,4,,,,
C1E102,0:43:33,Keyleth,Nature,Unknown,Unknown,,,,Disregarded due to advantage
C1E102,0:43:33,Keyleth,Nature,28,16,,,,With advantage
C1E102,0:49:06,Keyleth,Perception,17,5,,,,
C1E102,1:00:30,Keyleth,Initiative,18,16,,,,
C1E102,1:00:35,Scanlan,Initiative,2,2,,,,
C1E102,1:10:12,Vex'ahlia,Perception,19,4,,,,
C1E102,1:16:23,Grog,Intimidation,22,15,,,,
C1E102,1:18:48,Pike,Strength,Nat20,20,,,,
C1E102,1:20:01,Keyleth,Investigation,11,9,,,,
C1E102,1:22:44,Pike,Healing,13,,,,,"Mass Cure Wounds, All heal 13 points"
C1E102,1:44:46,Scanlan,Stealth,21,9,,,,
C1E102,1:44:51,Vax'ildan,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
C1E102,1:44:51,Vax'ildan,Stealth,34,7,,,,With advantage
C1E102,1:45:30,Scanlan,Perception,Nat1,1,,,,
C1E102,1:45:47,Vax'ildan,Perception,Unknown,Unknown,,,,Disregarded due to advantage
C1E102,1:45:47,Vax'ildan,Perception,26,12,,,,With advantage
C1E102,1:50:13,Percy,Wisdom Save,14,11,,,,
C1E102,1:50:15,Keyleth,Wisdom Save,30,15,,,,
C1E102,1:50:16,Vex'ahlia,Wisdom Save,24,19,,,,
C1E102,1:50:35,Pike,Wisdom Save,12,2,,,,
C1E102,1:50:38,Grog,Wisdom Save,19,19,,,,
C1E102,1:52:49,Keyleth,Perception,18,6,,,,
C1E102,2:01:10,Keyleth,Perception,30,18,,,,
C1E102,2:12:29,Scanlan,Deception,24,6,,,,
C1E102,2:13:53,Percy,Perception,15,12,,,,
C1E102,2:14:03,Vex'ahlia,Perception,23,8,,,,
C1E102,2:16:27,Keyleth,Nature,19,7,,,,
C1E102,2:25:21,Grog,Intimidation,24,17,,,,
C1E102,2:37:12,Grog,Initiative,Unknown,Unknown,,,,Disregarded due to advantage
C1E102,2:37:12,Grog,Initiative,20,18,,,,With advantage
C1E102,2:38:01,Vax'ildan,Initiative,Unknown,Unknown,,,,Disregarded due to advantage
C1E102,2:38:01,Vax'ildan,Initiative,16,11,,,,With advantage
C1E102,2:38:02,Vex'ahlia,Initiative,18,11,,,,
C1E102,2:38:04,Pike,Initiative,17,17,,,,
C1E102,2:38:20,Scanlan,Initiative,11,9,,,,
C1E102,2:38:22,Percy,Initiative,13,1,,,,
C1E102,2:38:32,Keyleth,Initiative,7,5,,,,
C1E102,2:40:57,Scanlan,Wisdom Save,23,16,,,,"Against Hold Person, Scanlan is paralyzed"
C1E102,2:41:03,Keyleth,Wisdom Save,27,12,,,,Against Hold Person
C1E102,2:41:06,Vax'ildan,Wisdom Save,Unknown,Unknown,,,,Disregarded due to advantage
C1E102,2:41:06,Vax'ildan,Wisdom Save,18,16,,32 Bludgeoning to Vax'ildan,,"Against Hold Person with advantage, Vax is paralyzed"
C1E102,2:41:12,Grog,Wisdom Save,19,19,,,,"Against Hold Person, Grog is paralyzed"
C1E102,2:41:22,Vex'ahlia,Wisdom Save,20,15,,,,"Against Hold Person, Vex is paralyzed"
C1E102,2:46:08,Vex'ahlia,Constitution Save,Nat20,20,,30 (61/2) Necrotic to Vex'ahlia,,Against Finger of Death
C1E102,2:50:14,Grog,Wisdom Save,12,12,,,,
C1E102,2:51:48,Percy,Dexterity Save,20,14,,70 (35 Necrotic + 35 Fire) to Percy,,Against Hellfire Orb
C1E102,2:51:49,Pike,Dexterity Save,6,6,,52 [35 Necrotic + 17 (35/2) Fire] to Pike,,Against Hellfire Orb
C1E102,2:53:38,Vex'ahlia,Wisdom Save,21,16,,,,
C1E102,2:55:35,Vax'ildan,Wisdom Save,18,16,,,,Disregarded due to advantage
C1E102,2:55:35,Vax'ildan,Wisdom Save,19,17,,,,"With advantage, disregarded due to Luck"
C1E102,2:55:35,Vax'ildan,Wisdom Save,Unknown,Unknown,,,,With Luck
C1E102,2:56:34,Percy,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E102,2:56:34,Percy,Attack,Nat19,19,Y,,,Bad News Deadeye Sharpshooter (with advantage)
C1E102,2:58:36,Percy,Damage,72,,,36 (72/2) Lightning to Vecna,,Cabal's Ruin Damage (9 charges)
C1E102,3:01:09,Percy,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E102,3:01:09,Percy,Attack,24,15,,,,Bad News Deadeye Sharpshooter with War God's Blessing (with advantage)
C1E102,3:02:00,Percy,Damage,25,,,20 (20 Piercing + 0 Necrotic) to Delilah,,
C1E102,3:02:47,Scanlan,Wisdom Save,Unknown,Unknown,,,,
C1E102,3:05:25,Scanlan,Wisdom Save,Unknown,Unknown,,,,Disregarded due to advantage
C1E102,3:05:25,Scanlan,Wisdom Save,24,Unknown,,,,With advantage and inspiration
C1E102,3:08:45,Keyleth,Spell Attack,18,6,,,,"Contagion (Mind Fire), Delilah is confused"
C1E102,3:13:07,Keyleth,Dexterity Save,Nat1,1,,38 Fire to Keyleth,,Against Fireball
C1E102,3:19:30,Scanlan,Counterspell,17,5,,,,Against Disintegrate (Nat5+6 CHA+2 JoAT+4 Insp)
C1E102,3:22:14,Keyleth,Attack,13,5,,,,Attack of Opportunity
C1E102,3:24:16,Grog,Athletics,Unknown,Unknown,,,,Disregarded due to advantage
C1E102,3:24:16,Grog,Athletics,25,9,,,,With advantage
C1E102,3:24:35,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E102,3:24:35,Grog,Attack,28,19,,,,Bloodaxe Reckless GWM
C1E102,3:25:12,Grog,Damage,35,,,35 to Delilah,,
C1E102,3:25:18,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E102,3:25:18,Grog,Attack,27,18,,,,Bloodaxe Reckless GWM (with advantage)
C1E102,3:25:45,Grog,Damage,36,,,36 to Delilah,,
C1E102,3:26:24,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E102,3:26:24,Grog,Attack,28,19,,,,Bloodaxe Reckless GWM (with advantage)
C1E102,3:26:50,Grog,Damage,31,,,31 to Delilah,,
C1E102,3:27:00,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E102,3:27:00,Grog,Attack,27,18,,,,Bloodaxe Reckless GWM (with advantage)
C1E102,3:27:24,Grog,Damage,40,,,40 to Delilah,,
C1E102,3:28:24,Keyleth,Strength Save,22,17,,5 (10/2) Necrotic to Keyleth,,Against Ghostly Claws
C1E102,3:28:55,Trinket,Strength Save,7,3,,10 Necrotic to Trinket,,"Against Ghostly Claws, Trinket is grappled"
C1E102,3:29:05,Grog,Strength Save,Unknown,Unknown,,,,Disregarded due to advantage
C1E102,3:29:05,Grog,Strength Save,22,8,,5 (10/2) Necrotic to Grog,,Against Ghostly Claws (with advantage)
C1E102,3:30:33,Grog,Charisma Save,4,3,,,,"Against Banishment, Grog is banished to Shadowfell"
C1E102,3:31:41,Keyleth,Perception,27,15,,,,
C1E102,3:36:02,Percy,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E102,3:36:02,Percy,Attack,28,13,,,,Animus Deadeye (with advantage)
C1E102,3:36:32,Percy,Damage,21,,,17 (12 Piercing + 5 Psychic + 0 Necrotic) to Delilah,,
C1E102,3:36:57,Percy,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E102,3:36:57,Percy,Attack,Nat20,20,Y,,,Animus Deadeye Sharpshooter (with advantage)
C1E102,3:37:30,Percy,Damage,24,,,24 to Delilah,1,HDYWTDT
C1E102,3:39:05,Percy,Attack,29,19,,,,Animus Hand Sharpshooter
C1E102,3:39:33,Percy,Damage,22,,,22 to Death Knight,,
C1E102,3:40:25,Percy,Attack,27,17,,,,Animus Deadeye Sharpshooter (with advantage)
C1E102,3:40:25,Percy,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E102,3:40:48,Percy,Damage,21,,,21 (20 Piercing + 1 Psychic) to Death Knight,,
C1E102,3:40:58,Percy,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E102,3:40:58,Percy,Attack,17,7,,,,Animus Deadeye Sharpshooter (with advantage)
C1E102,3:41:28,Percy,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E102,3:41:28,Percy,Attack,Nat20,20,Y,,,Animus Deadeye Sharpshooter (with advantage)
C1E102,3:42:00,Percy,Damage,35,,,35 (30 Piercing + 5 Psychic) to Death Knight,,
